Proses ID,Proses Tipi,Proses Addımı,Emal Həcmi (ton),Temperatur (°C),Təzyiq (bar),Prosesin Müddəti (saat),İstifadə Edilən Katalizatorlar,Emalın Səmərəliliyi (%),Enerji İstifadəsi (kWh),Ətraf Mühitə Təsir (g CO2 ekvivalent),Təhlükəsizlik Hadisələri,Emal Məhsulları,Əməliyyat Xərcləri (AZN),İstifadə Edilən Avadanlıq,İşçi Sayı,Prosesin Başlama Tarixi,Prosesin Bitmə Tarixi,Təchizatçı Adı,Proses Qrupları,Energy_per_ton,CO2_per_ton,Cost_per_ton,Safety_Risk,Has_Incident,Temperature_Category,Pressure_Category,Process_KPI_Score
77,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-06,2025-02-07,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.0004947368421052632,53.68421052631579,1.0526315789473684,1,High (300-450°C),Low (<10 bar),66.36610283711842
78,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-08,2025-02-09,XYZ Kompaniyası,Qaz Emalı,1.55,0.00032,47.0,1.0,1,Low (<150°C),High (30-50 bar),70.82095812123295
79,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-10,2025-02-11,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.0003071428571428572,45.0,0.0,0,Medium (150-300°C),Low (<10 bar),75.22019433675221
80,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-12,2025-02-13,MK İnşaat,Neft Emalı,1.6666666666666667,0.00040666666666666667,47.333333333333336,1.3333333333333333,1,Very High (>450°C),Medium (10-30 bar),69.78314855875833
81,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-05,2025-01-06,AB Katalizatorları,Neft Emalı,2.0,0.0005,50.0,2.0,1,High (300-450°C),Low (<10 bar),66.39619312326286
82,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-07,2025-01-08,XYZ Kompaniyası,Qaz Emalı,1.875,0.000375,56.25,1.25,1,Low (<150°C),High (30-50 bar),66.93609974704101
83,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-09,2025-01-10,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.0003333333333333333,50.0,0.0,0,Medium (150-300°C),Low (<10 bar),73.38488491927173
84,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-11,2025-01-12,MK İnşaat,Neft Emalı,1.6666666666666667,0.0004,46.666666666666664,2.0,1,Very High (>450°C),Medium (10-30 bar),69.02646908799433
85,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-13,2025-01-14,KLM Enerji,Qaz Emalı,1.4444444444444444,0.0003888888888888889,44.44444444444444,0.0,0,Low (<150°C),High (30-50 bar),71.73453185236079
86,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-15,2025-01-16,QRS Kimya,Kimya Emalı,2.0,0.0005,59.09090909090909,0.9090909090909091,1,Medium (150-300°C),Low (<10 bar),63.80545863368074
87,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-17,2025-01-18,AB Katalizatorları,Neft Emalı,2.0,0.00045714285714285713,52.38095238095238,0.9523809523809523,1,High (300-450°C),Low (<10 bar),67.35749426343725
88,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-19,2025-01-20,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.0003368421052631579,49.473684210526315,0.0,0,Low (<150°C),High (30-50 bar),70.49980654143087
89,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-21,2025-01-22,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.0003230769230769231,47.69230769230769,0.0,0,Medium (150-300°C),Low (<10 bar),74.13886584044607
90,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-23,2025-01-24,MK İnşaat,Neft Emalı,1.625,0.00039375,46.875,2.5,1,Very High (>450°C),Medium (10-30 bar),69.64020876924518
91,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-25,2025-01-26,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.00044545454545454543,50.90909090909091,1.8181818181818181,1,High (300-450°C),Low (<10 bar),67.51129826733025
92,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-27,2025-01-28,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.00036470588235294114,54.11764705882353,1.176470588235294,1,Low (<150°C),Very High (>50 bar),68.34710695370867
93,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-01-29,2025-01-30,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.0003304347826086956,50.43478260869565,0.0,0,Medium (150-300°C),Low (<10 bar),72.05909070542023
94,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-01-31,2025-02-01,MK İnşaat,Neft Emalı,1.7142857142857142,0.0004214285714285714,49.285714285714285,2.142857142857143,1,Very High (>450°C),Medium (10-30 bar),68.07056172957925
95,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-02,2025-02-03,KLM Enerji,Qaz Emalı,1.3888888888888888,0.0003666666666666666,47.77777777777778,0.0,0,Low (<150°C),High (30-50 bar),71.80859193098973
96,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-05,2025-02-06,QRS Kimya,Kimya Emalı,2.0,0.0005142857142857142,60.95238095238095,0.9523809523809523,1,Medium (150-300°C),Medium (10-30 bar),63.395321225207866
97,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-07,2025-02-08,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.0004947368421052632,53.68421052631579,1.0526315789473684,1,High (300-450°C),Low (<10 bar),66.36610283711842
98,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-09,2025-02-10,XYZ Kompaniyası,Qaz Emalı,1.55,0.00032,47.0,1.0,1,Low (<150°C),High (30-50 bar),70.82095812123295
99,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-11,2025-02-12,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.0003071428571428572,45.0,0.0,0,Medium (150-300°C),Low (<10 bar),75.22019433675221
100,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-13,2025-02-14,MK İnşaat,Neft Emalı,1.6666666666666667,0.00040666666666666667,47.333333333333336,1.3333333333333333,1,Very High (>450°C),Medium (10-30 bar),69.78314855875833
101,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-06,2025-01-07,AB Katalizatorları,Neft Emalı,2.0,0.0005,50.0,2.0,1,High (300-450°C),Low (<10 bar),66.39619312326286
102,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-08,2025-01-09,XYZ Kompaniyası,Qaz Emalı,1.875,0.000375,56.25,1.25,1,Low (<150°C),High (30-50 bar),66.93609974704101
103,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-10,2025-01-11,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.0003333333333333333,50.0,0.0,0,Medium (150-300°C),Low (<10 bar),73.38488491927173
104,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-12,2025-01-13,MK İnşaat,Neft Emalı,1.6666666666666667,0.0004,46.666666666666664,2.0,1,Very High (>450°C),Medium (10-30 bar),69.02646908799433
105,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-14,2025-01-15,KLM Enerji,Qaz Emalı,1.4444444444444444,0.0003888888888888889,44.44444444444444,0.0,0,Low (<150°C),High (30-50 bar),71.73453185236079
106,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-16,2025-01-17,QRS Kimya,Kimya Emalı,2.0,0.0005,59.09090909090909,0.9090909090909091,1,Medium (150-300°C),Low (<10 bar),63.80545863368074
107,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-18,2025-01-19,AB Katalizatorları,Neft Emalı,2.0,0.00045714285714285713,52.38095238095238,0.9523809523809523,1,High (300-450°C),Low (<10 bar),67.35749426343725
108,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-20,2025-01-21,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.0003368421052631579,49.473684210526315,0.0,0,Low (<150°C),High (30-50 bar),70.49980654143087
109,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-22,2025-01-23,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.0003230769230769231,47.69230769230769,0.0,0,Medium (150-300°C),Low (<10 bar),74.13886584044607
110,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-24,2025-01-25,MK İnşaat,Neft Emalı,1.625,0.00039375,46.875,2.5,1,Very High (>450°C),Medium (10-30 bar),69.64020876924518
111,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-26,2025-01-27,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.00044545454545454543,50.90909090909091,1.8181818181818181,1,High (300-450°C),Low (<10 bar),67.51129826733025
112,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-28,2025-01-29,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.00036470588235294114,54.11764705882353,1.176470588235294,1,Low (<150°C),Very High (>50 bar),68.34710695370867
113,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-01-30,2025-01-31,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.0003304347826086956,50.43478260869565,0.0,0,Medium (150-300°C),Low (<10 bar),72.05909070542023
114,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-01,2025-02-02,MK İnşaat,Neft Emalı,1.7142857142857142,0.0004214285714285714,49.285714285714285,2.142857142857143,1,Very High (>450°C),Medium (10-30 bar),68.07056172957925
115,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-03,2025-02-04,KLM Enerji,Qaz Emalı,1.3888888888888888,0.0003666666666666666,47.77777777777778,0.0,0,Low (<150°C),High (30-50 bar),71.80859193098973
116,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-06,2025-02-07,QRS Kimya,Kimya Emalı,2.0,0.0005142857142857142,60.95238095238095,0.9523809523809523,1,Medium (150-300°C),Medium (10-30 bar),63.395321225207866
117,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-08,2025-02-09,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.0004947368421052632,53.68421052631579,1.0526315789473684,1,High (300-450°C),Low (<10 bar),66.36610283711842
118,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-10,2025-02-11,XYZ Kompaniyası,Qaz Emalı,1.55,0.00032,47.0,1.0,1,Low (<150°C),High (30-50 bar),70.82095812123295
119,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-12,2025-02-13,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.0003071428571428572,45.0,0.0,0,Medium (150-300°C),Low (<10 bar),75.22019433675221
120,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-14,2025-02-15,MK İnşaat,Neft Emalı,1.6666666666666667,0.00040666666666666667,47.333333333333336,1.3333333333333333,1,Very High (>450°C),Medium (10-30 bar),69.78314855875833
121,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-07,2025-01-08,AB Katalizatorları,Neft Emalı,2.0,0.0005,50.0,2.0,1,High (300-450°C),Low (<10 bar),66.39619312326286
122,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-09,2025-01-10,XYZ Kompaniyası,Qaz Emalı,1.875,0.000375,56.25,1.25,1,Low (<150°C),High (30-50 bar),66.93609974704101
123,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-11,2025-01-12,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.0003333333333333333,50.0,0.0,0,Medium (150-300°C),Low (<10 bar),73.38488491927173
124,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2022-01-13,2021-01-14,MK İnşaat,Neft Emalı,1.6666666666666667,0.0004,46.666666666666664,2.0,1,Very High (>450°C),Medium (10-30 bar),69.02646908799433
125,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-15,2025-01-16,KLM Enerji,Qaz Emalı,1.4444444444444444,0.0003888888888888889,44.44444444444444,0.0,0,Low (<150°C),High (30-50 bar),71.73453185236079
126,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-17,2025-01-18,QRS Kimya,Kimya Emalı,2.0,0.0005,59.09090909090909,0.9090909090909091,1,Medium (150-300°C),Low (<10 bar),63.80545863368074
127,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-19,2025-01-20,AB Katalizatorları,Neft Emalı,2.0,0.00045714285714285713,52.38095238095238,0.9523809523809523,1,High (300-450°C),Low (<10 bar),67.35749426343725
128,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-21,2025-01-22,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.0003368421052631579,49.473684210526315,0.0,0,Low (<150°C),High (30-50 bar),70.49980654143087
129,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-23,2025-01-24,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.0003230769230769231,47.69230769230769,0.0,0,Medium (150-300°C),Low (<10 bar),74.13886584044607
130,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-25,2025-01-26,MK İnşaat,Neft Emalı,1.625,0.00039375,46.875,2.5,1,Very High (>450°C),Medium (10-30 bar),69.64020876924518
131,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-27,2025-01-28,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.00044545454545454543,50.90909090909091,1.8181818181818181,1,High (300-450°C),Low (<10 bar),67.51129826733025
132,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-29,2025-01-30,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.00036470588235294114,54.11764705882353,1.176470588235294,1,Low (<150°C),Very High (>50 bar),68.34710695370867
133,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-01-31,2025-02-01,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.0003304347826086956,50.43478260869565,0.0,0,Medium (150-300°C),Low (<10 bar),72.05909070542023
134,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-02,2025-02-03,MK İnşaat,Neft Emalı,1.7142857142857142,0.0004214285714285714,49.285714285714285,2.142857142857143,1,Very High (>450°C),Medium (10-30 bar),68.07056172957925
135,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-04,2025-02-05,KLM Enerji,Qaz Emalı,1.3888888888888888,0.0003666666666666666,47.77777777777778,0.0,0,Low (<150°C),High (30-50 bar),71.80859193098973
136,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-07,2025-02-08,QRS Kimya,Kimya Emalı,2.0,0.0005142857142857142,60.95238095238095,0.9523809523809523,1,Medium (150-300°C),Medium (10-30 bar),63.395321225207866
137,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-09,2025-02-10,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.0004947368421052632,53.68421052631579,1.0526315789473684,1,High (300-450°C),Low (<10 bar),66.36610283711842
138,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-11,2025-02-12,XYZ Kompaniyası,Qaz Emalı,1.55,0.00032,47.0,1.0,1,Low (<150°C),High (30-50 bar),70.82095812123295
139,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-13,2025-02-14,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.0003071428571428572,45.0,0.0,0,Medium (150-300°C),Low (<10 bar),75.22019433675221
140,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-15,2025-02-16,MK İnşaat,Neft Emalı,1.6666666666666667,0.00040666666666666667,47.333333333333336,1.3333333333333333,1,Very High (>450°C),Medium (10-30 bar),69.78314855875833
141,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-08,2025-01-09,AB Katalizatorları,Neft Emalı,2.0,0.0005,50.0,2.0,1,High (300-450°C),Low (<10 bar),66.39619312326286
142,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-10,2025-01-11,XYZ Kompaniyası,Qaz Emalı,1.875,0.000375,56.25,1.25,1,Low (<150°C),High (30-50 bar),66.93609974704101
143,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-12,2025-01-13,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.0003333333333333333,50.0,0.0,0,Medium (150-300°C),Low (<10 bar),73.38488491927173
144,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-14,2025-01-15,MK İnşaat,Neft Emalı,1.6666666666666667,0.0004,46.666666666666664,2.0,1,Very High (>450°C),Medium (10-30 bar),69.02646908799433
145,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-16,2025-01-17,KLM Enerji,Qaz Emalı,1.4444444444444444,0.0003888888888888889,44.44444444444444,0.0,0,Low (<150°C),High (30-50 bar),71.73453185236079
146,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-18,2025-01-19,QRS Kimya,Kimya Emalı,2.0,0.0005,59.09090909090909,0.9090909090909091,1,Medium (150-300°C),Low (<10 bar),63.80545863368074
147,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-20,2025-01-21,AB Katalizatorları,Neft Emalı,2.0,0.00045714285714285713,52.38095238095238,0.9523809523809523,1,High (300-450°C),Low (<10 bar),67.35749426343725
148,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-22,2025-01-23,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.0003368421052631579,49.473684210526315,0.0,0,Low (<150°C),High (30-50 bar),70.49980654143087
149,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-24,2025-01-25,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.0003230769230769231,47.69230769230769,0.0,0,Medium (150-300°C),Low (<10 bar),74.13886584044607
